"DAY,N,16,0","MONTH,N,16,0","YEAR,N,16,0","LATITUDE,N,16,8","LONGITUD,N,16,8","STATE,N,16,0","COUNTY,N,16,0","HARM_EV,N,16,0","FATALS,N,16,0","DRUNK_DR,N,16,0"
6,3,2012,31.55350278,-87.81595278,1,25,35,1,1
6,3,2012,34.61468333,-86.37691667,1,89,12,1,0
7,3,2012,30.38483333,-87.63086111,1,3,38,1,0
7,3,2012,34.94683056,-86.57176667,1,89,12,1,0
8,3,2012,34.74498056,-86.44863333,1,89,12,1,0
9,3,2012,33.57522778,-86.72001944,1,73,12,1,0
10,3,2012,34.86058056,-87.93026944,1,77,42,1,0
10,3,2012,33.642775,-86.02560278,1,121,12,2,0
1,3,2012,34.35980833,-85.81209167,1,49,12,1,1
10,3,2012,34.26905,-86.05908333,1,49,12,1,1
10,3,2012,33.07473611,-86.57162778,1,117,12,1,0
11,3,2012,32.50108611,-87.04708889,1,47,1,1,0
11,3,2012,33.85325556,-85.91558333,1,15,12,1,0
13,3,2012,34.75866944,-87.99263611,1,33,12,1,0
13,3,2012,32.46868889,-86.44913333,1,1,8,1,0
13,3,2012,30.93755833,-87.81082778,1,3,34,1,0
15,3,2012,32.07732778,-86.30169444,1,101,12,1,0
15,3,2012,30.684225,-88.22542222,1,97,9,1,0
16,3,2012,30.661125,-88.22539444,1,97,12,1,0
16,3,2012,30.463075,-88.11483611,1,97,12,1,0
17,3,2012,32.52451944,-86.89781667,1,1,34,1,0
17,3,2012,30.67800278,-88.08045833,1,97,8,1,1
18,3,2012,34.49536389,-86.23398056,1,95,32,1,0
21,2,2012,30.29743333,-87.66884722,1,3,9,1,1
22,2,2012,30.28985556,-87.62947778,1,3,12,1,0
18,3,2012,33.74445278,-86.04890556,1,15,42,1,1
19,3,2012,34.36908611,-86.51086667,1,95,12,2,1
21,3,2012,34.88002222,-86.58886667,1,89,34,1,0
21,3,2012,30.69046667,-88.05713889,1,97,42,1,0
10,3,2012,31.50639722,-86.92220833,1,35,1,1,0
28,3,2012,34.17789722,-85.760025,1,19,12,1,0
15,3,2012,32.30666667,-86.39862222,1,101,1,1,0
18,3,2012,33.12571389,-87.48337778,1,125,12,1,0
22,3,2012,32.55512778,-87.03888333,1,47,42,1,1
23,3,2012,33.00632778,-86.70603611,1,21,12,1,0
23,3,2012,33.12048611,-86.75300278,1,117,12,1,0
24,3,2012,32.92735278,-86.69600833,1,21,34,1,0
24,3,2012,33.807075,-87.14337778,1,127,12,1,0
25,3,2012,32.59458889,-85.22263889,1,81,8,1,0
25,3,2012,32.05656111,-86.41636667,1,85,1,1,0
27,3,2012,33.19353056,-87.56180833,1,125,14,1,1
28,3,2012,30.47251667,-87.75938056,1,3,34,1,0
29,3,2012,33.47675556,-87.08765556,1,73,12,1,0
29,3,2012,33.95588889,-87.00813611,1,43,12,2,0
31,3,2012,33.21945556,-87.59128611,1,125,8,1,1
31,3,2012,33.17017778,-87.34063611,1,125,12,1,0
31,3,2012,34.17429722,-87.83707778,1,93,34,1,0
31,3,2012,33.64474167,-86.77215833,1,73,42,1,0
31,3,2012,31.3972,-85.56591111,1,45,58,1,1
1,4,2012,33.37400556,-86.66565278,1,117,12,1,0
3,4,2012,31.33288889,-85.79871389,1,31,33,1,0
10,4,2012,31.32627778,-85.52678056,1,45,42,1,0
14,4,2012,34.1733,-86.15356111,1,55,58,1,0
3,4,2012,33.53476667,-86.754475,1,73,8,1,0
1,4,2012,33.48401667,-86.52559167,1,117,35,1,1
2,4,2012,32.44461389,-86.49020556,1,1,42,1,0
2,4,2012,33.77373889,-86.93325556,1,73,42,1,0
4,4,2012,31.31808611,-86.4069,1,39,12,1,0
5,4,2012,33.83248056,-86.83369167,1,73,34,1,1
5,4,2012,32.44435556,-86.58940833,1,1,42,1,1
6,4,2012,32.48331389,-85.73797222,1,87,59,1,1
7,4,2012,34.29494722,-86.0382,1,49,23,1,1
7,4,2012,33.03678889,-87.3536,1,125,42,1,0
10,4,2012,32.6722,-86.64515,1,1,34,1,0
12,4,2012,34.26475,-85.97988611,1,49,12,1,0
13,4,2012,33.46076111,-85.72939722,1,27,42,1,0
23,3,2012,32.50154444,-86.418425,1,1,12,1,0
15,4,2012,30.71968056,-88.18571111,1,97,8,1,0
14,4,2012,30.64061389,-88.11859722,1,97,12,1,1
26,1,2012,34.72790278,-86.69876389,1,89,9,1,0
2,3,2012,33.42180556,-86.94870278,1,73,8,2,0
29,3,2012,31.76142778,-85.96144722,1,109,42,1,0
6,3,2012,34.54669444,-86.587575,1,103,12,1,0
9,4,2012,33.41114167,-86.95717222,1,73,12,1,0
9,4,2012,34.85004722,-87.25537778,1,77,32,2,0
12,4,2012,31.09962778,-87.47996944,1,53,34,2,1
13,4,2012,34.51621111,-87.20598056,1,79,12,1,0
13,4,2012,31.93489722,-85.49785,1,5,1,1,1
14,4,2012,30.65609167,-87.90759722,1,3,57,1,0
14,4,2012,33.49191667,-86.54189722,1,117,24,1,1
15,4,2012,30.83109722,-88.38544722,1,97,12,1,0
17,4,2012,33.85987778,-87.26544444,1,127,12,1,0
17,4,2012,33.13174444,-87.74516389,1,125,12,1,0
17,4,2012,34.96871667,-87.52286944,1,77,8,1,0
18,4,2012,33.28593056,-86.88115833,1,117,12,1,0
18,4,2012,34.08630833,-85.46177222,1,19,12,1,0
19,4,2012,34.80781944,-87.90125,1,77,42,1,1
19,4,2012,30.59889167,-88.163275,1,97,33,1,1
21,4,2012,32.18173889,-86.71330556,1,85,58,1,1
21,4,2012,30.61815,-88.24277778,1,97,32,1,1
23,4,2012,33.51423889,-87.13414444,1,73,12,1,0
23,4,2012,32.25585833,-87.40262778,1,47,12,1,0
23,4,2012,33.98773056,-87.47805556,1,127,42,1,0
24,4,2012,33.92723889,-86.60364444,1,9,42,1,0
25,4,2012,33.10479167,-86.75018333,1,117,42,1,0
27,4,2012,31.33153056,-87.127725,1,35,42,1,1
28,4,2012,33.64251389,-87.148,1,127,42,1,0
29,4,2012,32.63746667,-88.173225,1,119,42,1,1
29,4,2012,34.117725,-85.86036389,1,55,12,1,1
21,4,2012,34.73904444,-86.74999722,1,89,30,1,1
22,4,2012,33.64156389,-85.59073333,1,29,8,1,0
30,4,2012,30.71145833,-88.16396111,1,97,1,1,0
28,4,2012,33.41581389,-86.96353889,1,73,59,1,1
15,4,2012,33.56290556,-86.61146944,1,73,59,1,0
23,4,2012,34.94562222,-86.57176667,1,89,12,1,0
27,4,2012,32.71205278,-85.37487222,1,81,1,1,1
2,5,2012,33.41204444,-86.75793889,1,73,35,1,0
3,5,2012,30.65261667,-88.12038333,1,97,52,1,0
5,5,2012,33.19434722,-87.59840556,1,125,8,1,0
7,5,2012,32.95874444,-87.14762778,1,7,12,1,0
11,5,2012,32.63194167,-86.03436111,1,51,34,1,0
12,5,2012,34.72011944,-86.61517778,1,89,8,1,0
12,5,2012,34.56493333,-86.45394167,1,89,30,1,0
1,5,2012,34.54608611,-86.90628333,1,103,1,1,0
1,5,2012,32.72965556,-86.81389444,1,21,35,1,1
3,5,2012,34.76481667,-86.74949444,1,89,12,1,0
4,5,2012,33.52895833,-86.65622222,1,73,12,1,0
5,5,2012,33.55332222,-85.9404,1,121,42,1,1
7,5,2012,33.45931944,-87.70105556,1,125,12,1,0
7,5,2012,33.12057222,-86.74163333,1,117,24,1,0
7,5,2012,32.63127778,-86.06923889,1,51,34,1,0
8,5,2012,32.49883889,-85.01859167,1,113,42,1,1
16,5,2012,32.94983611,-86.44012778,1,37,42,1,0
17,5,2012,30.76506389,-88.259725,1,97,8,1,0
17,5,2012,34.53891111,-85.76353056,1,49,12,1,0
18,5,2012,33.72772222,-85.45393333,1,29,35,1,1
18,5,2012,31.43579722,-85.63545,1,45,43,1,0
19,5,2012,32.35601667,-86.31960278,1,101,8,1,0
20,5,2012,32.46135833,-85.22575,1,113,1,2,0
20,5,2012,33.33438889,-85.42708611,1,111,30,1,0
20,5,2012,34.02489444,-85.83030278,1,55,12,1,0
23,3,2012,32.13754722,-85.72633333,1,11,12,1,0
12,4,2012,33.14181944,-87.51375278,1,125,12,1,0
13,4,2012,33.54756389,-86.90003056,1,73,1,1,0
16,4,2012,33.466325,-86.979975,1,73,42,2,0
8,5,2012,32.93984722,-87.074075,1,7,12,1,0
12,5,2012,32.57121944,-85.31163611,1,81,12,1,1
13,5,2012,33.40918611,-86.80595556,1,73,12,1,1
15,5,2012,34.90358056,-87.74066389,1,77,8,1,0
16,5,2012,31.14759167,-87.46355,1,53,12,1,0
19,5,2012,33.77130278,-86.63075278,1,9,12,1,0
19,5,2012,32.5181,-85.14592778,1,81,12,1,0
20,5,2012,30.69530833,-88.08458333,1,97,42,1,0
20,5,2012,34.69220556,-86.77181389,1,89,42,1,0
21,5,2012,31.40931389,-87.42890278,1,99,12,1,0
23,5,2012,30.74016111,-88.14900833,1,97,8,1,0
24,5,2012,32.00039167,-85.92708333,1,109,34,1,0
25,5,2012,33.81381111,-87.30766111,1,127,52,1,1
26,5,2012,34.06806111,-87.454075,1,133,42,1,0
27,5,2012,34.67298889,-86.75370278,1,89,1,1,0
31,5,2012,34.42985833,-85.85525278,1,49,34,1,0
24,5,2012,34.68943333,-86.5842,1,89,33,1,0
1,5,2012,34.00269444,-86.86179444,1,43,42,1,0
20,5,2012,33.7888,-86.89093611,1,73,35,1,0
30,5,2012,33.29616111,-86.74943333,1,117,12,2,0
30,5,2012,32.05218333,-86.49695556,1,85,42,1,0
30,5,2012,34.44203889,-86.65057222,1,103,32,1,1
31,5,2012,33.65722778,-86.81163889,1,73,12,1,0
31,5,2012,33.134575,-86.24748056,1,121,12,1,0
27,5,2012,33.48088889,-86.86058333,1,73,19,1,1
28,5,2012,34.48772222,-86.9642,1,103,1,1,0
2,6,2012,30.46248889,-88.16121111,1,97,12,1,2
3,6,2012,31.78228611,-88.45488056,1,23,42,1,0
3,6,2012,34.09324444,-86.67796944,1,43,34,1,1
4,6,2012,33.90301389,-87.14253611,1,127,42,1,0
5,6,2012,34.38775278,-87.73696389,1,59,12,1,0
9,6,2012,30.64066111,-88.15826667,1,97,33,1,1
10,6,2012,34.66648056,-86.53055833,1,89,12,1,0
2,6,2012,33.58101111,-86.28382778,1,115,34,1,0
3,6,2012,33.46909722,-86.82783611,1,73,30,1,0
7,6,2012,31.99498611,-87.57510278,1,131,12,1,0
9,6,2012,34.78806944,-86.49182222,1,89,34,1,0
4,6,2012,33.59959167,-86.73323611,1,73,1,1,0
9,4,2012,31.53186389,-87.89634444,1,25,12,1,0
8,6,2012,34.59240833,-87.36736667,1,79,38,1,1
6,5,2012,30.26811944,-87.69014722,1,3,33,1,1
26,5,2012,34.77459167,-86.785825,1,89,12,1,0
30,5,2012,34.90945,-88.06526944,1,77,35,1,1
1,6,2012,33.90281111,-86.38958889,1,9,34,1,0
4,6,2012,31.21393611,-87.18083333,1,53,12,1,0
5,6,2012,32.30213056,-86.00758333,1,101,12,2,1
9,6,2012,33.85048889,-86.88096944,1,9,34,1,1
10,6,2012,32.02046667,-85.75124722,1,11,35,1,1
10,6,2012,34.05686667,-86.21594167,1,55,12,1,0
10,6,2012,34.33256389,-85.83346389,1,49,35,1,0
10,6,2012,32.32851389,-86.26461667,1,101,33,1,1
12,6,2012,33.99262778,-86.58657778,1,9,12,1,0
13,6,2012,30.64921389,-87.71974722,1,3,12,1,0
13,6,2012,33.095025,-87.46289722,1,125,35,1,0
13,6,2012,34.30696944,-86.272375,1,95,53,1,0
14,6,2012,34.3158,-86.52223889,1,95,12,1,0
14,6,2012,33.640275,-85.78591389,1,15,9,1,0
14,6,2012,30.59851944,-88.26520556,1,97,12,1,1
15,6,2012,34.769225,-86.24519722,1,71,12,1,0
16,6,2012,31.86129722,-85.471275,1,5,12,1,1
16,6,2012,34.26123333,-88.00610556,1,93,1,1,0
16,6,2012,33.58963333,-86.23941944,1,115,12,1,1
18,6,2012,34.75196389,-86.8229,1,83,23,1,0
19,6,2012,31.79293056,-87.25988333,1,99,42,1,0
20,6,2012,34.53026389,-87.08181667,1,103,42,1,0
20,6,2012,34.62335278,-87.31759444,1,79,32,1,0
21,6,2012,31.69532222,-86.31031944,1,41,12,1,0
22,6,2012,30.656825,-88.1334,1,97,12,1,0
23,6,2012,33.75293889,-86.77498333,1,73,35,2,1
25,6,2012,32.81848611,-85.72620833,1,123,8,1,0
7,6,2012,33.55839444,-86.78322222,1,73,9,1,0
17,5,2012,33.40530556,-86.97334722,1,73,34,1,0
9,6,2012,33.52048056,-86.83610278,1,73,21,1,0
18,5,2012,33.58944167,-86.52518056,1,115,1,1,1
3,6,2012,30.63929444,-88.22472222,1,97,12,1,0
7,6,2012,32.50825556,-87.76388333,1,91,12,1,0
10,6,2012,33.50392778,-86.90414722,1,73,33,1,0
16,6,2012,33.60216667,-86.56009167,1,73,12,1,0
23,6,2012,32.84348333,-85.20686667,1,17,1,1,1
27,6,2012,32.81706667,-86.88063056,1,21,1,1,0
30,6,2012,30.305775,-87.51953333,1,3,42,1,1
2,6,2012,31.37402222,-86.56472222,1,39,12,1,0
13,6,2012,33.13778889,-87.46446111,1,125,53,1,1
17,6,2012,34.91814167,-86.57200833,1,89,8,1,0
21,6,2012,34.82359167,-87.75669167,1,77,1,1,1
22,6,2012,32.21165,-86.18194444,1,101,42,1,1
23,6,2012,31.41833333,-86.46449444,1,39,1,1,1
23,6,2012,31.68758611,-88.18090278,1,129,34,1,1
24,6,2012,31.14228889,-87.13091389,1,53,12,1,1
24,6,2012,30.40310278,-87.68073889,1,3,12,1,2
26,6,2012,32.33178056,-86.65030833,1,85,1,1,1
27,6,2012,34.72211667,-87.81220556,1,33,12,1,0
27,6,2012,31.13867778,-87.51423611,1,53,12,1,0
30,6,2012,34.65786389,-87.27014722,1,79,35,1,1
28,6,2012,34.33046944,-86.08549167,1,49,34,1,1
29,6,2012,31.44689444,-86.61976389,1,39,12,1,0
28,6,2012,33.83742778,-87.22719167,1,127,12,1,0
28,6,2012,31.30373333,-85.83726389,1,31,12,1,0
30,6,2012,33.59251667,-86.07571667,1,121,42,1,1
4,7,2012,32.84205278,-87.90373333,1,63,34,1,0
7,7,2012,33.99825833,-86.10638056,1,55,43,1,0
2,7,2012,31.02790833,-87.37271389,1,53,12,1,0
3,7,2012,33.34144167,-86.89193889,1,73,42,1,0
3,7,2012,32.51015556,-86.21366944,1,51,12,1,0
4,7,2012,33.851275,-86.08783611,1,115,42,1,0
8,7,2012,33.63115556,-86.95890556,1,73,1,1,0
6,7,2012,30.56746389,-87.66601944,1,3,59,1,1
5,7,2012,33.10708611,-86.73956111,1,117,12,2,0
6,7,2012,33.61391111,-86.67815278,1,73,12,1,0
3,7,2012,30.71973611,-88.17250278,1,97,8,1,0
5,7,2012,33.182875,-86.24831111,1,121,8,1,0
6,7,2012,34.71484444,-86.64334167,1,89,25,1,0
17,7,2012,34.81420278,-85.85418889,1,71,34,1,1
5,4,2012,34.54550278,-86.42836667,1,89,12,1,0
8,8,2012,33.713125,-88.15248611,1,75,30,1,0
19,6,2012,32.46028333,-86.39176944,1,51,12,1,0
19,6,2012,33.51091389,-86.30654167,1,115,12,2,0
27,6,2012,33.62624167,-86.45247222,1,115,12,1,0
27,6,2012,33.78182222,-86.27861111,1,115,12,1,0
26,6,2012,34.76137778,-86.56080833,1,89,8,1,0
27,6,2012,33.47215556,-86.82131389,1,73,12,1,0
30,6,2012,33.87920833,-87.55660556,1,127,34,1,1
19,6,2012,34.58822778,-87.67199444,1,33,32,1,0
3,7,2012,32.44779722,-85.75531667,1,87,12,1,0
6,7,2012,31.87259167,-86.64912778,1,13,12,1,1
6,7,2012,34.61043611,-85.65561944,1,49,12,1,0
7,7,2012,32.821225,-85.445975,1,17,42,1,1
7,7,2012,33.98484444,-87.76226944,1,93,32,2,0
8,7,2012,33.52425833,-85.74882778,1,29,24,1,0
9,7,2012,34.71484167,-87.67831389,1,33,8,1,0
9,7,2012,31.18403333,-85.25881944,1,69,1,1,0
11,7,2012,31.93773889,-88.30204167,1,23,12,1,0
15,7,2012,33.80112778,-87.27653333,1,127,18,1,1
12,7,2012,33.19003056,-87.25709722,1,125,12,1,0
15,7,2012,34.03172222,-87.05673611,1,43,12,1,0
17,7,2012,33.54508333,-86.35775,1,115,42,1,0
17,7,2012,33.38214722,-86.99009444,1,73,24,1,0
14,7,2012,33.54299167,-86.72334722,1,73,8,1,0
30,6,2012,34.16855556,-86.32048611,1,95,32,1,1
18,7,2012,34.55920833,-86.97355278,1,103,32,1,0
29,6,2012,33.18377222,-87.31480556,1,125,12,1,0
3,7,2012,34.291925,-86.5115,1,43,42,2,1
12,7,2012,30.27913056,-87.67698333,1,3,18,1,1
12,7,2012,33.62858611,-86.80517778,1,73,12,1,0
12,7,2012,34.694875,-86.70645,1,89,8,1,0
13,7,2012,30.64647778,-88.11968056,1,97,34,1,1
14,7,2012,34.55853056,-87.70088889,1,59,53,1,0
15,7,2012,30.99000833,-88.02587222,1,97,1,1,0
16,7,2012,34.68462778,-87.56409722,1,33,12,1,0
16,7,2012,34.11888333,-87.60710278,1,133,12,2,0
19,7,2012,32.83179444,-86.68542222,1,21,32,1,1
20,7,2012,34.19441111,-87.48190833,1,133,42,1,1
20,7,2012,34.76176667,-86.56023056,1,89,12,1,0
20,7,2012,34.9333,-86.74833611,1,89,12,1,1
21,7,2012,34.74160833,-87.58243889,1,33,42,1,0
22,7,2012,32.63643611,-85.48171667,1,81,12,1,1
22,7,2012,32.84663056,-85.546475,1,17,34,1,0
23,7,2012,31.73429444,-86.19333611,1,41,12,1,0
24,7,2012,34.90963611,-87.03015556,1,83,59,1,0
26,7,2012,33.32115278,-87.05132778,1,73,12,1,0
14,7,2012,34.82345,-87.64872222,1,77,12,1,0
25,7,2012,32.79302778,-85.18631389,1,17,12,1,0
4,8,2012,32.78703611,-85.17898889,1,17,42,1,0
27,6,2012,33.62123889,-86.45452778,1,115,12,2,0
28,6,2012,32.30358889,-86.98325278,1,47,42,1,1
30,7,2012,33.54092222,-86.87133056,1,73,8,1,0
22,7,2012,32.36251667,-87.74959722,1,91,12,2,0
23,7,2012,31.10697778,-85.64679167,1,61,12,1,0
24,7,2012,30.70631389,-88.22543889,1,97,8,1,0
25,7,2012,30.72107222,-87.80086389,1,3,12,1,0
24,7,2012,32.74410833,-88.09037222,1,63,12,1,0
27,7,2012,30.57098889,-88.18666389,1,97,14,1,0
28,7,2012,32.21761944,-86.97628611,1,131,1,1,1
28,7,2012,32.47715833,-86.1693,1,51,1,1,1
30,7,2012,32.67515833,-86.45134167,1,1,12,1,0
31,7,2012,33.32379167,-85.38881389,1,111,1,1,0
2,8,2012,34.75677222,-87.53549167,1,33,1,1,0
3,8,2012,31.02198889,-87.10961389,1,53,42,1,1
4,8,2012,33.90131667,-87.15001111,1,127,12,1,0
8,8,2012,32.79474167,-85.23684444,1,17,42,1,0
10,8,2012,31.40471111,-86.024575,1,31,12,1,0
21,7,2012,33.5527,-86.90242222,1,73,8,1,0
21,7,2012,32.77901389,-87.39807222,1,105,12,2,1
26,7,2012,33.65498889,-85.40928611,1,29,12,2,0
28,7,2012,31.17521944,-85.20379722,1,69,34,1,1
4,8,2012,33.58615278,-86.70182778,1,73,33,1,1
3,8,2012,31.14355,-87.46351389,1,53,12,1,0
3,8,2012,31.41575,-85.88504722,1,31,12,1,1
5,8,2012,33.23713889,-87.56592222,1,125,8,1,0
5,8,2012,31.4211,-87.16767222,1,35,1,1,1
5,8,2012,30.43161111,-87.71712778,1,3,32,1,1
5,8,2012,32.18581667,-86.36375,1,101,12,1,1
7,8,2012,32.49956944,-85.01707222,1,113,52,1,1
8,8,2012,33.76892778,-86.82950278,1,73,24,1,0
9,8,2012,34.72720556,-86.9352,1,83,12,1,0
9,8,2012,31.22357778,-85.4323,1,69,12,1,0
11,8,2012,31.36402222,-87.68576389,1,99,1,1,1
12,8,2012,34.69293889,-87.46338889,1,33,1,1,1
