"DAY,N,16,0","MONTH,N,16,0","YEAR,N,16,0",,"LATITUDE,N,16,8","LONGITUD,N,16,8","STATE,N,16,0","COUNTY,N,16,0","FATALS,N,16,0","DRUNK_DR,N,16,0"
29,9,2013,,39.28411667,-76.75482222,24,5,1,0
25,7,2013,,39.26706111,-76.61809444,24,510,1,1
25,7,2013,,39.55766389,-75.83491111,24,15,1,0
26,7,2013,,39.62967778,-78.76671944,24,1,1,1
27,7,2013,,39.45331944,-76.32110833,24,25,1,1
29,7,2013,,38.041,-75.74476111,24,39,1,0
30,7,2013,,39.287675,-76.53992778,24,510,1,0
24,8,2013,,38.967375,-76.12173889,24,35,1,1
1,9,2013,,99.9999,999.9999,24,37,1,0
12,6,2013,,38.82336667,-76.94995278,24,33,1,0
11,6,2013,,39.14479444,-76.89715,24,27,1,0
1,9,2013,,39.19978333,-77.02484722,24,31,1,1
30,8,2013,,38.83769444,-76.7632,24,33,1,1
31,8,2013,,38.77996389,-76.92079444,24,33,1,0
7,8,2013,,38.70156944,-76.58944167,24,9,1,0
22,8,2013,,38.92951389,-76.89566111,24,33,1,0
2,9,2013,,99.9999,999.9999,24,5,1,1
31,8,2013,,39.57233611,-76.98343333,24,13,1,0
30,8,2013,,39.19056667,-77.18851944,24,31,1,0
7,9,2013,,39.69395278,-77.140975,24,13,1,0
10,9,2013,,99.9999,999.9999,24,9,1,0
6,9,2013,,99.9999,999.9999,24,45,1,1
12,9,2013,,38.64798333,-76.87256944,24,17,1,1
25,8,2013,,38.80135278,-76.90471111,24,33,1,0
14,9,2013,,38.94363889,-75.81215278,24,11,1,1
14,9,2013,,39.53618611,-77.32139444,24,21,1,1
16,9,2013,,39.10251111,-76.90788611,24,33,1,0
11,9,2013,,38.65155833,-75.902925,24,19,1,0
21,9,2013,,39.55621389,-77.87467778,24,43,1,1
21,9,2013,,39.16166389,-76.11111389,24,29,1,0
25,9,2013,,39.60628889,-77.75765833,24,43,1,0
6,9,2013,,99.9999,999.9999,24,31,1,1
20,9,2013,,38.33698333,-75.10822778,24,47,1,0
20,9,2013,,39.38819167,-76.52829444,24,5,1,1
4,9,2013,,39.37606944,-76.54074167,24,5,1,0
29,9,2013,,39.09266944,-75.75832778,24,11,2,0
11,9,2013,,39.24256389,-77.14321389,24,31,1,1
26,8,2013,,39.49003333,-77.33485833,24,21,1,0
25,9,2013,,99.9999,999.9999,24,15,1,1
4,9,2013,,39.22024167,-76.71462222,24,27,1,1
22,9,2013,,99.9999,999.9999,24,33,1,0
16,8,2013,,39.44726667,-76.32981389,24,25,1,1
18,8,2013,,38.86576111,-76.84595833,24,33,1,1
16,9,2013,,38.58413889,-76.9491,24,17,2,1
24,8,2013,,38.78790278,-76.998175,24,33,1,4
9,6,2013,,39.33795556,-77.05336667,24,27,1,0
26,7,2013,,39.288875,-77.06960833,24,27,2,1
31,8,2013,,38.89726944,-76.82952778,24,33,1,0
22,8,2013,,39.05063056,-77.05153333,24,31,1,0
3,9,2013,,39.31041389,-76.63071667,24,510,1,0
13,9,2013,,38.80061667,-76.98164167,24,33,1,1
6,10,2013,,38.99005833,-75.79583056,24,11,1,0
25,10,2013,,39.15183889,-76.20991667,24,29,1,1
4,10,2013,,39.06171944,-76.65083611,24,3,1,0
3,10,2013,,38.81458889,-76.77750278,24,33,1,0
4,10,2013,,39.31096944,-76.61941944,24,510,1,0
7,10,2013,,39.01995278,-76.95395,24,33,1,1
26,10,2013,,39.41711389,-76.66572222,24,5,1,1
15,10,2013,,38.67779167,-76.80950556,24,33,1,1
30,10,2013,,39.44193333,-76.35125833,24,25,1,0
10,6,2013,,38.60616944,-76.98028889,24,17,1,0
13,7,2013,,38.65,-76.96060556,24,17,1,1
12,9,2013,,39.5979,-77.66081389,24,43,1,0
3,10,2013,,38.406425,-76.84443333,24,37,1,0
6,10,2013,,38.61283889,-76.56345833,24,9,2,0
7,10,2013,,39.21481111,-76.85135,24,27,1,1
7,10,2013,,38.99113611,-76.63004722,24,3,1,0
9,10,2013,,39.395425,-76.91738056,24,13,1,0
18,10,2013,,38.57758611,-76.98844167,24,17,1,1
29,10,2013,,38.78208056,-76.8954,24,33,1,1
5,10,2013,,39.37353333,-77.48294167,24,21,1,1
11,1,2013,,39.15428611,-76.77825833,24,27,1,0
14,10,2013,,38.98872222,-76.59804722,24,3,1,1
27,8,2013,,39.07017778,-76.63756389,24,3,3,0
17,10,2013,,38.418925,-75.43788333,24,45,1,0
12,10,2013,,39.43791111,-76.77648889,24,5,1,1
10,10,2013,,38.96141944,-76.86698333,24,33,1,0
27,9,2013,,39.14369444,-76.80965556,24,27,1,0
27,10,2013,,38.34261111,-75.15923889,24,47,1,0
23,10,2013,,39.55962778,-77.68404444,24,43,1,0
23,10,2013,,38.96421667,-76.89167778,24,33,1,1
28,10,2013,,38.85608333,-76.82094722,24,33,1,0
26,10,2013,,39.5744,-76.42368611,24,25,1,0
31,10,2013,,39.58486389,-77.25215278,24,21,1,0
31,10,2013,,39.25877222,-76.56825833,24,510,1,2
15,10,2013,,39.13336389,-76.81645833,24,27,1,0
14,10,2013,,39.36945278,-76.5135,24,5,1,0
1,11,2013,,38.98156389,-76.97891667,24,33,2,0
8,11,2013,,38.81138889,-76.81767222,24,33,1,0
8,11,2013,,38.32406944,-75.21157222,24,47,1,0
6,11,2013,,38.97866389,-75.87574167,24,11,1,1
7,11,2013,,39.58051111,-76.0338,24,15,1,0
22,11,2013,,38.89890833,-76.82279444,24,33,1,0
12,11,2013,,39.12080833,-77.19745278,24,31,1,1
1,11,2013,,39.49103889,-76.89468889,24,13,1,0
2,11,2013,,39.19008611,-76.75496389,24,27,1,1
12,11,2013,,39.68911667,-79.10451389,24,23,1,0
3,11,2013,,39.15837222,-77.27360833,24,31,1,1
13,11,2013,,39.55343333,-76.15804167,24,25,1,0
14,11,2013,,39.38128333,-76.52025,24,5,1,0
14,11,2013,,38.9713,-76.62257778,24,3,1,0
1,11,2013,,39.14194722,-76.63200556,24,3,1,0
17,11,2013,,39.07708889,-76.90289722,24,33,1,1
9,11,2013,,38.72472778,-76.896,24,33,1,1
23,11,2013,,39.42674444,-76.31027778,24,25,1,0
21,11,2013,,38.66353333,-76.920925,24,33,1,1
7,11,2013,,39.50228611,-76.650225,24,5,2,3
1,11,2013,,38.88815556,-76.78361944,24,33,1,0
20,11,2013,,39.44303611,-76.29032778,24,25,1,0
23,11,2013,,39.68040556,-78.96306667,24,23,1,1
10,11,2013,,38.81605,-76.77758056,24,33,1,1
22,11,2013,,39.15175833,-76.64516944,24,3,1,0
17,11,2013,,38.75808611,-76.99701389,24,33,1,1
30,8,2013,,39.34985,-76.53615278,24,510,1,0
4,9,2013,,39.30290556,-76.54488889,24,510,1,1
23,9,2013,,39.28056944,-76.56308056,24,510,1,0
25,10,2013,,39.57575278,-76.05582222,24,15,1,0
30,10,2013,,39.23779167,-76.60709444,24,510,1,0
18,11,2013,,38.473125,-76.77401389,24,37,1,0
24,11,2013,,39.279,-76.67153333,24,510,1,1
18,11,2013,,39.43393056,-76.54656944,24,5,1,0
5,7,2013,,39.31546111,-76.58073333,24,510,1,1
17,11,2013,,39.6812,-76.12026944,24,15,1,0
28,11,2013,,39.42075,-77.14442778,24,13,2,1
25,11,2013,,38.53965,-75.9448,24,19,1,0
3,11,2013,,39.04868889,-77.07535,24,31,1,0
19,2,2013,,38.43163889,-75.56368333,24,45,1,1
24,4,2013,,39.06223611,-76.835775,24,33,1,0
27,11,2013,,38.62252778,-76.904075,24,17,1,1
26,11,2013,,38.84124444,-76.87478333,24,33,1,0
22,11,2013,,38.956875,-76.74591111,24,33,1,0
8,12,2013,,39.65644167,-77.69469444,24,43,1,0
10,12,2013,,39.42913056,-76.35570278,24,25,1,0
10,12,2013,,38.76068889,-76.80324167,24,33,1,1
12,12,2013,,39.41938889,-76.63813611,24,5,1,1
12,12,2013,,38.92216111,-75.95691389,24,35,1,0
13,12,2013,,38.69872222,-76.54968333,24,9,1,0
14,12,2013,,38.343675,-75.73608333,24,45,1,0
16,12,2013,,39.10043333,-76.8851,24,33,1,1
14,12,2013,,39.29936389,-76.9074,24,27,1,0
20,12,2013,,39.60519722,-75.87317222,24,15,1,0
20,12,2013,,38.17515,-75.69001944,24,39,1,0
7,12,2013,,39.39880278,-77.43744167,24,21,1,1
22,12,2013,,39.39628333,-76.68721667,24,5,1,1
17,12,2013,,39.11473333,-77.15695833,24,31,1,0
28,12,2013,,39.04897222,-76.983525,24,31,1,0
28,12,2013,,39.07601111,-77.16249167,24,31,1,0
31,12,2013,,38.38438056,-75.37495278,24,45,2,0
30,12,2013,,39.48119167,-76.40405,24,25,1,0
23,12,2013,,38.95246389,-76.970075,24,33,1,0
8,12,2013,,38.888525,-76.87716111,24,33,2,0
19,12,2013,,39.71364167,-76.91678889,24,13,1,0
8,12,2013,,39.07601667,-77.09308333,24,31,1,1
10,5,2013,,39.32545,-76.56868611,24,510,1,0
27,10,2013,,39.23521667,-76.81403056,24,27,1,0
11,10,2013,,39.15415833,-77.252525,24,31,1,0
19,5,2013,,39.00759444,-76.96619722,24,33,2,1
24,12,2013,,39.28973056,-76.44158611,24,5,1,1
10,12,2013,,39.63032778,-77.71624167,24,43,1,1
11,12,2013,,39.26740556,-76.46794444,24,5,1,0
16,12,2013,,38.82119167,-77.000925,24,33,1,0
11,10,2013,,39.13555,-76.80971389,24,27,1,0
22,8,2013,,39.06463611,-76.835175,24,33,1,1
9,10,2013,,39.146125,-76.75268611,24,33,1,0
8,12,2013,,39.04043611,-76.84847778,24,33,1,0
12,12,2013,,38.93561389,-76.91647778,24,33,2,0
16,9,2013,,39.05561111,-77.149325,24,31,1,0
22,11,2013,,38.92725833,-76.89009167,24,33,1,0
10,12,2013,,39.26480556,-76.64404444,24,510,2,0
18,12,2013,,39.53222222,-76.34065278,24,25,1,0
26,12,2013,,38.71373333,-76.837175,24,33,1,1
10,7,2013,,39.39093056,-77.40946389,24,21,1,0
24,9,2013,,39.36511389,-76.61000556,24,510,3,0
14,10,2013,,39.34573333,-76.67607222,24,510,1,0
15,11,2013,,39.34832222,-76.69254444,24,510,1,0
19,12,2013,,39.32178611,-76.57910278,24,510,1,0
31,12,2013,,39.34075833,-76.54781667,24,510,1,0
25,12,2013,,39.31809722,-76.61037778,24,510,1,0
27,12,2013,,38.83117222,-76.87611944,24,33,1,0
8,1,2013,,41.90034167,-70.95374722,25,23,2,0
3,1,2013,,42.33103056,-71.25422778,25,17,1,0
9,1,2013,,41.736375,-70.91635833,25,5,1,0
13,1,2013,,42.31726944,-71.775075,25,27,1,0
21,1,2013,,42.06076667,-72.80035278,25,13,1,0
27,1,2013,,42.54986389,-71.01416111,25,9,1,0
25,1,2013,,41.82440278,-71.19713333,25,5,1,0
27,1,2013,,42.14241667,-72.52565833,25,13,1,0
29,1,2013,,42.33443056,-71.96351389,25,27,1,0
2,2,2013,,42.08728333,-71.04609167,25,23,1,1
3,2,2013,,42.333825,-71.72829444,25,27,1,0
4,2,2013,,42.64576667,-71.95597222,25,27,1,1
7,2,2013,,77.7777,777.7777,25,9,1,0
12,2,2013,,41.95766389,-71.2102,25,5,1,0
15,2,2013,,42.18237778,-72.62804444,25,13,1,1
19,2,2013,,41.91498056,-71.32296111,25,5,1,0
20,2,2013,,41.65525556,-70.99762222,25,5,1,0
24,2,2013,,41.95652222,-71.11314167,25,5,1,1
25,2,2013,,41.74913056,-70.67971111,25,23,1,0
18,2,2013,,42.11479167,-72.60647778,25,13,1,0
25,2,2013,,77.7777,777.7777,25,5,1,0
25,2,2013,,41.87173333,-71.05579167,25,5,1,1
26,2,2013,,42.65670278,-70.81931944,25,9,1,1
5,3,2013,,42.34594167,-71.10805278,25,21,1,0
22,3,2013,,42.0174,-71.06668333,25,5,1,1
23,2,2013,,42.46978611,-70.94046667,25,9,1,1
9,3,2013,,77.7777,777.7777,25,3,1,0
30,3,2013,,42.78045,-70.92623333,25,9,1,0
5,4,2013,,42.16043333,-72.82806667,25,13,1,1
15,2,2013,,41.77314167,-70.55361667,25,1,2,0
19,3,2013,,42.65483056,-72.07915833,25,27,1,1
3,3,2013,,77.7777,777.7777,25,17,1,0
24,3,2013,,77.7777,777.7777,25,27,1,1
17,2,2013,,77.7777,777.7777,25,27,2,0
20,4,2013,,41.90137222,-70.91222222,25,23,1,1
24,3,2013,,42.37643333,-71.25997778,25,17,1,1
27,2,2013,,42.28358889,-71.79192778,25,27,1,0
9,3,2013,,41.90708056,-70.92196111,25,23,1,1
30,3,2013,,42.11341944,-72.59716111,25,13,1,1
1,4,2013,,42.24693333,-72.04455,25,27,1,1
11,3,2013,,42.26293611,-71.78494722,25,27,1,0
8,4,2013,,42.26534167,-71.57145833,25,17,1,0
13,4,2013,,42.55650278,-70.930825,25,9,1,1
3,4,2013,,42.36786944,-71.07445556,25,17,1,0
30,3,2013,,41.90174167,-70.98136111,25,23,1,1
8,4,2013,,41.98508611,-71.07057778,25,5,1,1
23,4,2013,,42.39251944,-71.08544167,25,17,1,0
26,4,2013,,41.76583889,-70.68353056,25,23,1,0
27,4,2013,,42.20455,-72.60171389,25,13,1,0
28,4,2013,,42.09756111,-71.04998611,25,23,1,0
9,5,2013,,42.35391111,-71.13666667,25,25,1,0
7,5,2013,,42.46762778,-71.06390833,25,17,1,0
8,5,2013,,42.21615,-71.832,25,27,1,0
10,5,2013,,42.15203611,-71.13703333,25,21,1,1
21,5,2013,,77.7777,777.7777,25,5,1,0
24,5,2013,,42.52572222,-70.91979444,25,9,1,1
5,5,2013,,42.56655,-70.87885833,25,9,1,0
25,5,2013,,42.26925833,-71.64023889,25,27,1,0
2,6,2013,,42.21466389,-71.54695278,25,17,1,0
28,5,2013,,42.60991111,-72.237525,25,27,1,0
26,5,2013,,42.37304167,-72.51336111,25,15,1,0
2,6,2013,,42.32473333,-71.24937778,25,17,1,0
6,6,2013,,42.60547778,-71.34289167,25,17,1,0
16,6,2013,,42.24424167,-71.92023333,25,27,1,0
21,6,2013,,41.57327222,-70.5354,25,1,1,0
9,6,2013,,41.67566389,-70.82150556,25,23,1,0
29,6,2013,,42.56523056,-72.05805,25,27,1,0
3,7,2013,,42.508025,-72.49473333,25,11,1,1
7,6,2013,,42.44910556,-70.98116389,25,9,1,0
3,7,2013,,42.20106389,-72.64079444,25,13,1,0
25,5,2013,,77.7777,777.7777,25,17,1,0
14,6,2013,,41.73693056,-71.16403611,25,5,1,0
22,6,2013,,77.7777,777.7777,25,17,1,0
4,7,2013,,41.77678333,-70.54335833,25,1,2,0
6,7,2013,,77.7777,777.7777,25,5,1,1
7,7,2013,,42.64011667,-72.57137778,25,11,2,0
22,6,2013,,42.02418611,-71.05884722,25,23,1,0
9,1,2013,,42.14943889,-70.91948333,25,23,1,0
11,1,2013,,42.07053611,-71.62462222,25,27,1,0
13,1,2013,,42.12976667,-72.79558611,25,13,1,0
25,2,2013,,42.66633333,-71.02736111,25,9,1,0
5,2,2013,,42.57818056,-71.18488333,25,17,1,0
30,1,2013,,42.33138056,-71.083225,25,25,1,0
27,2,2013,,42.33025278,-71.03533611,25,25,1,0
15,1,2013,,42.079775,-71.86475556,25,27,1,0
8,2,2013,,42.23975833,-71.43241667,25,17,1,0
27,3,2013,,42.30133333,-71.08581389,25,25,1,0
6,4,2013,,42.57658056,-72.17059722,25,27,1,0
31,5,2013,,42.2565,-71.79798889,25,27,1,0
14,6,2013,,42.11065833,-71.46191944,25,21,1,0
18,6,2013,,77.7777,777.7777,25,27,1,0
29,4,2013,,77.7777,777.7777,25,13,1,0
17,5,2013,,41.65586944,-71.08974444,25,5,1,0
19,5,2013,,42.34993333,-71.09286111,25,25,1,0
5,6,2013,,42.06426111,-71.34253611,25,21,1,0
9,6,2013,,41.95195278,-70.96921944,25,23,1,1
11,6,2013,,42.31459722,-71.57666389,25,27,1,1
22,5,2013,,41.75776111,-70.65870556,25,23,1,0
22,6,2013,,42.26298056,-72.27789444,25,15,1,1
21,5,2013,,42.27746389,-71.79755833,25,27,1,0
23,6,2013,,42.00222778,-71.06696389,25,5,1,1
29,6,2013,,42.48938056,-70.89737778,25,9,1,0
28,6,2013,,42.24844167,-71.78810556,25,27,1,0
9,7,2013,,42.51171944,-71.007925,25,9,1,0
13,7,2013,,77.7777,777.7777,25,9,1,0
20,7,2013,,77.7777,777.7777,25,25,1,1
21,7,2013,,77.7777,777.7777,25,27,1,1
26,7,2013,,77.7777,777.7777,25,9,1,0
22,7,2013,,42.17318056,-71.16968333,25,21,1,1
6,8,2013,,42.12289444,-71.00123611,25,23,3,0
14,6,2013,,42.56426111,-71.77184444,25,27,1,0
7,8,2013,,42.40640556,-71.10035556,25,17,1,0
30,7,2013,,42.36685556,-71.06084444,25,25,1,0
21,7,2013,,42.46074167,-70.98860833,25,9,1,0
21,7,2013,,42.47077222,-70.98656389,25,9,1,1
8,8,2013,,42.40708056,-71.03111667,25,25,1,1
22,3,2013,,41.86445556,-71.12561944,25,5,1,1
6,7,2013,,41.81625556,-70.82988889,25,23,1,1
20,5,2013,,42.13422222,-72.74630278,25,13,1,0
27,5,2013,,42.04905556,-71.39493056,25,21,1,0
6,8,2013,,42.45477778,-71.07848611,25,17,1,0
15,8,2013,,42.34092778,-71.81177222,25,27,1,0
26,7,2013,,42.84073056,-70.93155,25,9,1,0
21,7,2013,,42.26713333,-71.49761667,25,17,1,1
18,8,2013,,42.20328333,-71.75553611,25,27,1,1
11,8,2013,,41.91977222,-71.17804167,25,5,1,1
16,8,2013,,42.67321389,-71.63426389,25,17,1,1
26,5,2013,,42.574325,-71.83760278,25,27,2,0
14,5,2013,,42.11084167,-72.60397222,25,13,1,0
9,6,2013,,42.35048333,-71.06858333,25,25,1,0
17,8,2013,,41.93486944,-70.02051667,25,1,1,0
27,8,2013,,41.74331944,-70.15761944,25,1,1,1
17,8,2013,,41.955875,-70.03101944,25,1,1,1
12,6,2013,,42.10049167,-71.56966667,25,27,1,0
9,1,2013,,42.42464167,-71.04251667,25,17,1,0
9,6,2013,,42.78570556,-71.11411944,25,9,1,0
12,3,2013,,42.13619722,-71.06065,25,21,1,0
3,4,2013,,42.14993611,-72.61294167,25,13,1,1
26,5,2013,,41.6365,-70.92723333,25,5,1,1
13,7,2013,,42.17825833,-70.91586111,25,23,1,0
17,7,2013,,42.61595,-71.87500833,25,27,1,1
21,7,2013,,42.48083056,-71.50002778,25,17,1,1
27,7,2013,,42.68762222,-71.14254167,25,9,1,0
12,8,2013,,42.23419444,-72.15575,25,27,1,0
22,8,2013,,42.06860556,-71.01766111,25,23,1,1
1,9,2013,,41.82305278,-70.83011944,25,23,1,1
2,9,2013,,42.0471,-71.10515278,25,5,1,0
7,9,2013,,42.24399722,-71.02977222,25,21,1,1
8,9,2013,,42.01035556,-70.76269167,25,23,1,0
3,8,2013,,42.41222778,-71.68219167,25,27,2,0
20,7,2013,,41.913625,-70.70704444,25,23,1,1
31,7,2013,,42.71634722,-71.16731111,25,9,1,0
28,8,2013,,42.70021944,-73.09336667,25,3,1,0
13,7,2013,,41.68276389,-69.99495833,25,1,1,1
3,8,2013,,42.25055,-72.00583056,25,27,1,2
14,8,2013,,42.201975,-71.90031667,25,27,1,0
25,8,2013,,41.88366389,-70.76537778,25,23,1,0
21,7,2013,,42.12946389,-71.09912778,25,21,1,1
31,8,2013,,42.02821389,-71.93711111,25,27,1,0
12,9,2013,,42.62970556,-71.26780556,25,17,1,1
26,9,2013,,42.56696667,-71.84409444,25,27,1,0
14,9,2013,,77.7777,777.7777,25,5,2,1
20,7,2013,,42.10833333,-71.36559444,25,21,1,0
15,9,2013,,42.20997222,-72.61291389,25,13,2,0
17,9,2013,,42.11234722,-71.86531111,25,27,1,0
1,9,2013,,41.526925,-71.10293611,25,5,1,1
7,9,2013,,42.55315,-71.95369722,25,27,1,0
10,9,2013,,42.16278056,-70.80685278,25,23,1,0
19,9,2013,,42.14185556,-72.52378056,25,13,1,0
22,9,2013,,41.91145,-70.70920833,25,23,2,1
21,9,2013,,42.28625556,-71.07116389,25,25,1,1
23,9,2013,,42.0549,-71.43438611,25,21,1,0
23,9,2013,,42.39008056,-71.14211944,25,17,1,0
26,9,2013,,42.14344722,-71.63416111,25,27,1,0
26,9,2013,,42.08597222,-72.72909444,25,13,1,0
27,9,2013,,42.69436389,-71.20799167,25,9,1,0
1,12,2013,,42.39337778,-73.37311667,25,3,1,1
14,9,2013,,42.16064167,-72.427925,25,13,1,1
21,9,2013,,42.31224722,-71.278825,25,21,1,0
9,8,2013,,42.26916667,-71.80236944,25,27,1,1
19,8,2013,,42.52933333,-71.57800833,25,27,1,0
29,9,2013,,42.22057222,-71.17830278,25,21,1,0
30,9,2013,,77.7777,777.7777,25,13,1,0
14,10,2013,,42.05564444,-71.01270833,25,23,2,0
17,10,2013,,42.05254167,-71.83755556,25,27,1,1
21,10,2013,,42.65543333,-71.19569722,25,9,1,0
25,10,2013,,42.65630556,-71.34083889,25,17,1,0
25,10,2013,,42.09860278,-70.96215833,25,23,1,0
8,11,2013,,42.79906389,-71.09554444,25,9,1,0
8,11,2013,,42.62412778,-71.17781389,25,9,1,0
8,11,2013,,41.68558889,-70.945975,25,5,1,0
10,11,2013,,42.056025,-72.58912778,25,13,1,0
11,11,2013,,42.15886944,-72.50593611,25,13,1,1
19,11,2013,,42.50343333,-71.10265833,25,17,1,1
21,11,2013,,42.59279167,-70.88495278,25,9,1,0
24,11,2013,,41.69915556,-71.15286389,25,5,1,1
25,11,2013,,41.69968056,-70.22498056,25,1,1,0
3,12,2013,,41.77330833,-70.56131111,25,1,1,0
24,11,2013,,42.67136944,-73.23732222,25,3,1,1
21,9,2013,,42.02141667,-71.24413056,25,5,1,0
21,9,2013,,42.49308333,-71.26439167,25,17,1,1
22,9,2013,,42.36194444,-71.07203333,25,25,1,0
27,9,2013,,42.36121944,-71.18351667,25,17,1,1
28,9,2013,,41.67646667,-70.14216389,25,1,1,0
2,10,2013,,42.57946944,-72.00553333,25,27,1,0
2,10,2013,,42.35187222,-71.08814444,25,25,1,1
6,10,2013,,42.18648611,-71.0083,25,21,1,1
7,10,2013,,41.41733333,-70.64990556,25,7,1,1
8,10,2013,,42.46694444,-70.94142778,25,9,1,0
8,10,2013,,42.52004167,-72.53111944,25,11,1,1
8,10,2013,,41.78464444,-71.31006944,25,5,1,1
9,10,2013,,42.42458056,-71.51337222,25,17,1,0
17,10,2013,,42.26299444,-71.56482778,25,17,1,0
19,10,2013,,42.73821111,-72.89755833,25,11,1,0
19,10,2013,,42.58753611,-71.80513611,25,27,1,0
19,10,2013,,41.68448611,-70.40931667,25,1,1,0
22,10,2013,,42.14956111,-71.73230833,25,27,1,0
22,10,2013,,42.02635556,-72.59033333,25,13,1,0
25,10,2013,,41.65903056,-70.88208611,25,5,1,0
1,11,2013,,42.05024167,-71.05798889,25,23,1,1
1,11,2013,,42.15735278,-70.81970278,25,23,1,0
5,11,2013,,42.61327778,-71.23688611,25,17,1,0
6,11,2013,,42.18355556,-72.72619167,25,13,1,0
8,11,2013,,41.84898333,-70.99712222,25,5,1,0
8,11,2013,,42.09745556,-71.64466389,25,27,1,1
9,11,2013,,42.28485278,-72.48428056,25,15,1,0
12,11,2013,,41.72281111,-71.18393333,25,5,1,0
28,8,2013,,42.16412222,-72.47659167,25,13,1,0
13,11,2013,,41.934475,-70.62805278,25,23,1,0
13,11,2013,,42.70035,-73.11575278,25,3,1,0
15,11,2013,,42.17461111,-71.16813889,25,21,2,1
23,11,2013,,42.25311667,-71.14595278,25,25,1,1
6,12,2013,,42.40039444,-71.15131111,25,17,1,0
7,12,2013,,42.24444722,-72.65753056,25,15,2,1
8,12,2013,,42.84721944,-70.86345833,25,9,2,1
9,7,2013,,42.04038333,-70.86688889,25,23,1,1
10,12,2013,,42.27934722,-71.96941667,25,27,1,0
31,10,2013,,42.39226667,-71.422875,25,17,1,0
10,12,2013,,42.41048611,-71.01207222,25,25,1,0
27,9,2013,,42.12614444,-71.49920278,25,21,1,0
11,12,2013,,42.08612222,-71.024675,25,23,1,0
18,12,2013,,42.64453056,-71.2822,25,17,1,0
25,12,2013,,42.53505833,-71.2358,25,17,1,0
20,12,2013,,77.7777,777.7777,25,17,1,0
26,12,2013,,42.49173889,-70.97199167,25,9,1,0
28,12,2013,,77.7777,777.7777,25,27,1,1
4,10,2013,,41.99952778,-71.16330833,25,5,1,0
28,12,2013,,42.17913611,-72.082475,25,27,1,0
29,10,2013,,42.12325,-71.00185833,25,23,1,0
28,11,2013,,42.23463889,-71.07053611,25,21,1,1
6,12,2013,,42.52576111,-71.76028889,25,27,1,0
19,12,2013,,42.43574722,-71.21209444,25,17,1,0
14,12,2013,,42.41831667,-71.11104167,25,17,1,0
9,12,2013,,42.6995,-71.15947222,25,9,1,0
7,4,2013,,42.52153889,-70.98853611,25,9,1,0
7,7,2013,,42.84766389,-71.040675,25,9,1,0
27,11,2013,,42.25026389,-71.71153889,25,27,1,1
8,12,2013,,41.97863056,-71.24463056,25,5,1,0
4,5,2013,,42.08598611,-71.017825,25,23,1,1
2,9,2013,,42.48481111,-72.98843611,25,15,1,0
16,11,2013,,42.51130556,-70.92873611,25,9,1,0
7,11,2013,,42.16404444,-71.15655,25,21,1,0
25,10,2013,,42.16189167,-71.21096111,25,21,1,1
10,10,2013,,41.98106944,-70.69405556,25,23,1,0
11,10,2013,,41.86817222,-70.90981667,25,23,1,0
11,10,2013,,42.16939167,-70.78280556,25,23,1,1
23,11,2013,,42.60702778,-72.52969444,25,11,1,0
18,9,2013,,42.20274167,-71.50966389,25,17,1,0
6,10,2013,,42.05631111,-71.23574722,25,21,1,1
3,11,2013,,42.23169444,-72.64912778,25,13,1,1
29,9,2013,,42.14705833,-70.91890833,25,23,1,0
4,11,2013,,42.51533889,-72.56983056,25,11,1,1
11,9,2013,,42.60966389,-71.800375,25,27,1,0
21,9,2013,,42.1806,-72.605,25,13,1,0
22,10,2013,,41.883,-71.08069167,25,5,1,0
24,6,2013,,42.06948333,-71.86659167,25,27,1,0
15,11,2013,,42.258375,-71.80447222,25,27,1,0
29,10,2013,,41.73157778,-71.16675556,25,5,1,0
23,11,2013,,41.89360556,-71.05758333,25,5,1,0
27,12,2013,,42.36410278,-72.64150556,25,15,1,0
27,11,2013,,42.14444444,-72.556725,25,13,1,0
28,11,2013,,42.13435278,-72.49621111,25,13,1,1
1,12,2013,,42.09152778,-72.50079444,25,13,1,0
13,12,2013,,42.4207,-70.99038889,25,25,2,0
29,8,2013,,42.44859444,-73.258225,25,3,1,0
23,12,2013,,41.67554444,-70.31045278,25,1,1,0
7,12,2013,,41.68633889,-70.23893611,25,1,1,0
31,12,2013,,42.135375,-71.10201389,25,21,1,2
22,9,2013,,42.58145278,-71.75080556,25,27,1,0
24,11,2013,,42.12401389,-70.94948333,25,23,1,0
15,9,2013,,42.15171944,-71.17178889,25,21,1,0
13,9,2013,,42.65321111,-72.22392778,25,27,1,0
30,1,2013,,42.24146389,-72.14440556,25,27,1,0
20,12,2013,,42.48935833,-72.9635,25,3,1,0
30,11,2013,,42.25131944,-71.77958889,25,27,1,0
27,10,2013,,42.05623889,-71.42902222,25,21,1,1
29,1,2013,,42.11958333,-70.88424167,25,23,1,0
24,12,2013,,42.25536667,-71.040225,25,21,1,0
26,12,2013,,42.65633611,-73.23979444,25,3,1,0
5,9,2013,,42.33263611,-71.68185,25,27,1,0
15,9,2013,,41.58528889,-70.97841389,25,5,1,0
13,10,2013,,41.55818333,-70.62075556,25,1,1,0
26,11,2013,,42.29724444,-71.7531,25,27,1,0
12,12,2013,,42.37916667,-71.07043333,25,25,1,1
5,9,2013,,42.33845833,-71.08093611,25,25,1,0
26,11,2013,,42.30596944,-71.07111667,25,25,1,1
6,9,2013,,42.29700833,-71.09226667,25,25,1,1
