"DAY,N,16,0","MONTH,N,16,0","YEAR,N,16,0",,"LATITUDE,N,16,8","LONGITUD,N,16,8","STATE,N,16,0","COUNTY,N,16,0","FATALS,N,16,0","DRUNK_DR,N,16,0"
1,9,2013,,32.26810556,-87.79501111,1,91,2,0
2,9,2013,,34.88329722,-86.82914444,1,83,1,0
3,9,2013,,32.26857222,-86.09940278,1,101,1,0
3,9,2013,,34.80280278,-86.81984444,1,83,1,0
4,9,2013,,34.40248889,-85.64070556,1,49,1,0
4,9,2013,,33.56939722,-86.63803889,1,73,1,0
7,9,2013,,30.71013333,-87.805875,1,3,1,1
1,9,2013,,32.13943889,-85.99163333,1,11,1,0
6,9,2013,,33.06505556,-86.75249444,1,21,1,0
7,9,2013,,33.31769167,-86.65896944,1,117,1,0
9,9,2013,,32.95344722,-86.46551111,1,37,1,0
9,9,2013,,33.40059167,-88.14174167,1,107,1,0
11,9,2013,,32.78156111,-86.57262222,1,21,1,0
11,9,2013,,34.65853611,-86.76902778,1,89,1,0
11,9,2013,,32.382325,-86.18001389,1,101,1,0
14,9,2013,,34.30226111,-86.72191389,1,43,1,0
14,9,2013,,31.06763056,-87.357525,1,53,1,1
16,9,2013,,33.58699167,-85.75621944,1,15,1,0
11,8,2013,,33.54610833,-86.76209167,1,73,1,1
31,8,2013,,33.58344444,-86.67140833,1,73,1,1
15,9,2013,,33.46348056,-86.64185556,1,73,1,1
21,9,2013,,33.81281389,-86.03660833,1,15,1,0
21,9,2013,,30.23335833,-87.95030278,1,3,1,0
1,10,2013,,32.63721944,-85.41472778,1,81,1,1
3,7,2013,,32.34867222,-86.35943611,1,101,1,1
8,8,2013,,33.41105278,-86.86718056,1,73,1,0
18,8,2013,,32.71712778,-85.303875,1,81,1,1
1,9,2013,,33.84417222,-86.66374444,1,9,1,1
2,9,2013,,34.52193333,-85.79421667,1,49,1,1
3,9,2013,,30.67642778,-88.095875,1,97,1,0
8,9,2013,,33.83274444,-87.31066389,1,127,1,1
8,9,2013,,33.95451111,-86.58696389,1,9,1,0
10,9,2013,,33.77331944,-87.27419722,1,127,1,1
9,9,2013,,33.42823056,-86.70723056,1,73,2,0
11,9,2013,,30.65975556,-88.27354722,1,97,1,0
13,9,2013,,33.47291944,-86.57421111,1,117,1,0
13,9,2013,,34.93353333,-87.50484444,1,77,1,0
14,9,2013,,33.35119722,-86.61070833,1,117,1,0
15,9,2013,,34.44433333,-87.015675,1,103,1,1
16,9,2013,,30.80063611,-88.23969444,1,97,1,0
16,9,2013,,34.10263056,-85.53442778,1,19,1,0
16,9,2013,,33.29043611,-87.13188333,1,125,1,0
17,9,2013,,31.92600556,-86.69363333,1,13,1,1
17,9,2013,,30.35572222,-87.65423611,1,3,1,0
19,9,2013,,30.571375,-88.18621667,1,97,1,0
20,9,2013,,30.4431,-87.8524,1,3,1,0
21,9,2013,,33.64154167,-86.53002222,1,115,1,0
22,9,2013,,33.44450278,-86.07552222,1,121,1,1
24,9,2013,,32.09956389,-86.06519722,1,101,1,0
25,9,2013,,34.63139722,-86.88431944,1,83,2,0
20,7,2013,,33.48193889,-86.91969167,1,73,1,0
30,9,2013,,32.84962222,-86.62302222,1,21,1,0
11,9,2013,,30.68869444,-88.04560278,1,97,1,0
16,9,2013,,33.29026111,-85.47501111,1,111,1,0
22,9,2013,,33.25625278,-87.64326111,1,125,1,0
23,9,2013,,30.47327222,-87.79120833,1,3,1,0
25,9,2013,,34.62915556,-86.8952,1,83,1,2
26,9,2013,,33.208225,-86.78255,1,117,1,0
29,9,2013,,32.47294722,-85.01320833,1,113,1,0
27,9,2013,,32.99438611,-87.05835556,1,7,1,1
27,9,2013,,32.50499444,-86.98961667,1,47,1,0
28,9,2013,,30.58721667,-88.16963333,1,97,1,1
28,9,2013,,32.38513333,-87.085875,1,47,1,1
30,9,2013,,31.66068333,-87.72369444,1,25,1,0
1,10,2013,,99.9999,999.9999,1,35,1,0
2,10,2013,,30.93633056,-88.02483611,1,97,1,0
6,10,2013,,33.55873333,-86.12645833,1,121,1,1
16,10,2013,,34.01855833,-86.05825278,1,55,1,0
18,10,2013,,30.62343889,-88.07372778,1,97,1,0
1,10,2013,,30.79942778,-87.84015833,1,3,1,0
1,10,2013,,31.59019444,-85.77775,1,45,1,1
2,10,2013,,34.89115833,-87.67164722,1,77,1,0
2,10,2013,,32.33781389,-86.32990278,1,101,1,0
3,10,2013,,34.35108889,-87.3354,1,79,1,0
4,10,2013,,32.49506389,-85.04058889,1,113,1,0
4,10,2013,,34.61439167,-86.84441111,1,83,1,0
4,10,2013,,31.92330278,-88.30310278,1,23,1,0
5,10,2013,,32.14601389,-86.96041389,1,47,1,1
5,10,2013,,32.03608056,-86.19639444,1,101,1,1
5,10,2013,,34.35926389,-86.70208056,1,103,1,0
5,10,2013,,34.56830833,-87.09438611,1,103,1,1
6,10,2013,,34.64638333,-87.61683611,1,33,2,0
7,10,2013,,32.11116111,-86.84730278,1,85,1,0
7,10,2013,,31.41253056,-86.75382778,1,35,1,0
8,10,2013,,32.16775556,-87.49394444,1,131,1,0
9,10,2013,,31.58200556,-85.49083333,1,45,1,1
10,10,2013,,33.84261944,-86.66473889,1,9,1,1
10,10,2013,,34.94363611,-86.53519722,1,89,1,0
11,10,2013,,30.711175,-88.17006667,1,97,1,0
12,10,2013,,34.29394722,-86.91136944,1,43,1,0
12,10,2013,,32.40746667,-85.95739167,1,87,1,0
14,10,2013,,32.16923889,-86.64913611,1,85,1,1
16,10,2013,,32.45309167,-85.01283889,1,113,1,0
17,10,2013,,31.21794722,-85.43140278,1,69,1,0
19,10,2013,,33.52192778,-86.12566111,1,121,1,1
17,10,2013,,30.53095556,-87.88620556,1,3,1,0
18,10,2013,,32.26941111,-86.52102778,1,85,2,1
18,10,2013,,34.58917222,-87.42421111,1,79,1,0
20,10,2013,,30.50176111,-87.86927778,1,3,1,0
21,10,2013,,34.93288889,-86.52991944,1,89,1,0
25,5,2013,,30.51501111,-87.66604444,1,3,1,0
2,9,2013,,32.80634722,-85.64998056,1,123,1,1
7,9,2013,,33.11651944,-87.86329444,1,63,1,1
27,9,2013,,32.31745833,-86.23173611,1,101,1,0
5,9,2013,,32.88106667,-85.85029444,1,123,1,0
16,9,2013,,34.55535278,-86.43748056,1,89,1,0
20,10,2013,,30.24568056,-87.78780556,1,3,1,1
21,10,2013,,30.74901944,-88.14073889,1,97,1,0
15,10,2013,,30.66120556,-88.21861389,1,97,1,0
17,10,2013,,34.4004,-86.80308611,1,103,1,0
18,10,2013,,31.08543056,-88.39643889,1,97,1,1
19,10,2013,,34.75069722,-86.45974444,1,89,1,0
19,10,2013,,32.70671111,-87.64978889,1,65,1,1
19,10,2013,,33.16551111,-86.29457778,1,121,1,1
21,10,2013,,34.34580278,-86.27928889,1,95,1,0
21,10,2013,,32.44571944,-86.88176667,1,47,1,0
23,10,2013,,32.35904444,-86.246325,1,101,1,0
24,10,2013,,32.88110556,-85.34008611,1,17,1,0
25,10,2013,,30.58163889,-88.168925,1,97,1,1
25,10,2013,,34.64726667,-86.72414722,1,89,2,1
26,10,2013,,34.57551944,-86.36573056,1,89,1,0
26,10,2013,,32.79953333,-85.259425,1,17,1,1
26,10,2013,,34.57977222,-85.84256944,1,49,1,1
27,10,2013,,33.53480556,-86.87122222,1,73,1,0
28,10,2013,,34.02388611,-86.11846944,1,55,1,0
28,10,2013,,34.40244444,-86.704525,1,103,1,0
28,10,2013,,33.44454167,-86.4117,1,117,1,0
25,10,2013,,33.8472,-87.73418889,1,57,1,0
29,10,2013,,33.60751111,-86.25992222,1,115,1,0
30,10,2013,,34.91664722,-87.66963056,1,77,1,0
30,10,2013,,32.35309444,-86.37650833,1,101,1,0
17,10,2013,,33.64465833,-86.74633333,1,73,2,0
27,10,2013,,33.50392222,-86.89817778,1,73,1,0
31,10,2013,,33.73302222,-86.68005556,1,73,1,0
14,10,2013,,34.21533056,-87.44017778,1,133,1,0
24,10,2013,,33.75506944,-87.18156944,1,127,1,0
29,10,2013,,31.70377222,-85.82294167,1,109,1,0
18,10,2013,,32.408325,-86.27964444,1,101,1,1
26,10,2013,,31.95990278,-86.29681667,1,41,1,0
27,10,2013,,32.31450833,-86.33694722,1,101,1,1
29,10,2013,,32.19351389,-86.11737222,1,101,1,0
29,10,2013,,34.84651944,-86.871875,1,83,2,1
30,10,2013,,33.92568333,-86.70171389,1,9,1,0
30,10,2013,,33.63929444,-86.27825833,1,115,1,1
31,10,2013,,30.70517778,-88.09115,1,97,1,1
6,11,2013,,32.26905278,-84.98745278,1,113,1,0
5,11,2013,,34.18585833,-85.75733611,1,19,1,0
9,11,2013,,34.75953889,-87.67711944,1,33,1,1
10,11,2013,,33.33211667,-86.99308611,1,73,1,0
10,11,2013,,32.54583889,-86.18878889,1,51,1,0
2,11,2013,,32.54831667,-85.16565278,1,81,1,1
1,11,2013,,33.59050556,-86.12020278,1,121,1,0
2,11,2013,,34.25178889,-86.15721944,1,95,2,0
2,11,2013,,31.4312,-85.73138056,1,45,3,1
3,11,2013,,32.26927778,-86.72506389,1,85,1,1
3,11,2013,,33.15756389,-87.51646389,1,125,1,1
3,11,2013,,34.14136944,-85.58871389,1,19,1,0
5,11,2013,,33.29579444,-86.92796389,1,117,1,0
5,11,2013,,30.69268056,-88.06501944,1,97,1,0
5,11,2013,,33.27296667,-86.58581667,1,117,1,0
6,11,2013,,33.38242222,-86.99024444,1,73,1,0
6,11,2013,,33.23392222,-86.28370278,1,121,1,0
8,11,2013,,34.08183611,-86.22938333,1,55,1,1
9,11,2013,,32.44946944,-86.21252778,1,101,1,0
10,11,2013,,32.65131944,-86.42415833,1,1,1,1
10,11,2013,,30.44683056,-88.11605,1,97,1,0
11,11,2013,,30.83076389,-87.84684444,1,3,1,1
11,11,2013,,34.03195556,-88.16281667,1,75,1,0
7,11,2013,,32.62036667,-88.19513333,1,119,1,0
13,11,2013,,31.70988889,-87.78246944,1,25,1,0
17,11,2013,,34.75276389,-86.56403056,1,89,1,0
19,10,2013,,32.89500556,-85.81541667,1,123,1,0
14,10,2013,,32.49695556,-85.54691111,1,87,1,1
25,10,2013,,30.54326944,-88.22716389,1,97,1,1
14,11,2013,,33.49731111,-86.0088,1,121,1,0
15,11,2013,,34.10660556,-86.10056944,1,55,1,0
16,11,2013,,31.26888611,-86.68728056,1,39,1,1
17,11,2013,,32.42453333,-86.28298333,1,101,1,1
17,11,2013,,33.413825,-85.43205556,1,111,1,0
20,11,2013,,33.33455278,-86.95289444,1,73,1,0
20,11,2013,,32.70950556,-86.82435278,1,21,1,0
20,11,2013,,33.89516389,-87.15612778,1,127,1,0
21,11,2013,,33.06030833,-87.13633056,1,7,1,1
21,11,2013,,34.86121111,-86.875725,1,83,1,0
21,11,2013,,34.62620556,-86.55141389,1,89,1,1
22,11,2013,,34.21916111,-86.930675,1,43,1,0
23,11,2013,,32.06890833,-87.30270278,1,131,1,0
22,11,2013,,32.88051389,-87.22173333,1,7,1,0
23,11,2013,,34.09219722,-85.78010556,1,19,1,1
24,11,2013,,32.00701111,-87.33243333,1,131,1,1
28,11,2013,,33.12714444,-88.15412222,1,107,1,1
29,11,2013,,33.42030833,-86.06573611,1,121,1,0
30,11,2013,,33.530575,-86.761275,1,73,1,1
8,11,2013,,33.52855,-86.96859444,1,73,1,0
11,11,2013,,34.69603333,-86.11684444,1,71,1,0
15,11,2013,,32.43585556,-85.04657222,1,113,2,1
17,11,2013,,33.67739722,-86.670775,1,73,1,0
17,11,2013,,32.70906944,-85.25751944,1,81,1,0
23,11,2013,,31.07212778,-87.55098056,1,53,1,1
25,11,2013,,31.12158056,-85.32933333,1,69,1,0
26,11,2013,,30.46985,-87.700225,1,3,1,0
26,11,2013,,33.45635833,-86.27781111,1,121,1,0
28,11,2013,,34.82398056,-86.71360556,1,89,2,0
28,11,2013,,31.75283889,-88.1111,1,23,1,1
29,11,2013,,33.92289444,-87.58765556,1,127,1,0
29,11,2013,,31.59728611,-86.23226944,1,41,1,1
30,11,2013,,32.45,-86.747825,1,1,1,1
30,11,2013,,33.30512778,-87.96103333,1,107,3,0
30,11,2013,,31.75328889,-85.59276111,1,5,1,1
18,11,2013,,33.73177222,-87.81114444,1,57,1,0
1,12,2013,,33.58450556,-85.92049167,1,121,1,0
2,12,2013,,33.19715278,-86.22235278,1,121,1,0
2,12,2013,,33.88495833,-87.340925,1,127,2,0
4,12,2013,,33.36568056,-85.49461111,1,111,1,1
5,12,2013,,30.45145,-87.684525,1,3,1,0
18,12,2013,,33.66654722,-85.571875,1,29,1,0
10,12,2013,,34.18413056,-87.61146111,1,133,1,0
27,11,2013,,32.45338611,-85.20766389,1,113,1,0
4,12,2013,,34.97160833,-87.36097778,1,77,1,0
29,12,2013,,34.130475,-88.02675556,1,93,2,0
3,12,2013,,32.78025,-86.55320278,1,21,1,0
4,12,2013,,34.5641,-85.66675278,1,49,1,0
5,12,2013,,34.83035278,-86.89232222,1,83,1,0
5,12,2013,,31.10979722,-87.47455833,1,53,1,0
6,12,2013,,33.66490833,-85.90124722,1,15,1,0
7,12,2013,,30.85521667,-88.33576944,1,97,1,1
7,12,2013,,30.64281111,-88.18166389,1,97,1,0
8,12,2013,,32.84510556,-86.56757778,1,21,1,1
8,12,2013,,33.22821389,-87.42903889,1,125,1,0
8,12,2013,,33.42736944,-86.82063333,1,73,1,1
9,12,2013,,32.46362778,-87.04374444,1,47,1,0
9,12,2013,,32.55866111,-86.14487222,1,51,1,0
10,12,2013,,30.49815556,-88.32568056,1,97,3,1
11,12,2013,,31.23494444,-85.32558056,1,69,1,0
13,12,2013,,32.01098056,-86.14304444,1,101,1,0
13,12,2013,,32.51727778,-86.37456944,1,51,1,0
13,12,2013,,34.86266111,-86.99855,1,83,1,1
14,12,2013,,34.57770278,-87.07890278,1,103,1,0
14,12,2013,,30.64499722,-88.11953611,1,97,1,0
17,12,2013,,33.60611389,-86.63216111,1,73,1,0
14,12,2013,,33.43955833,-86.84288333,1,73,1,0
17,12,2013,,33.82290278,-87.30161111,1,127,1,0
18,12,2013,,30.77571944,-87.78216111,1,3,1,1
18,12,2013,,33.5238,-86.84975556,1,73,1,0
19,12,2013,,33.18840278,-87.29764722,1,125,1,0
19,12,2013,,31.03423889,-87.39572222,1,53,1,0
20,12,2013,,32.09857778,-85.45874722,1,11,3,0
20,12,2013,,34.33574167,-85.56997778,1,19,3,0
21,12,2013,,33.47146667,-86.82093333,1,73,1,1
21,12,2013,,32.50494722,-85.00500556,1,113,1,0
21,12,2013,,34.49683889,-85.96542222,1,49,1,1
26,12,2013,,33.41447778,-86.95455833,1,73,1,1
28,12,2013,,30.70892222,-88.12526111,1,97,1,0
5,12,2013,,33.705175,-86.70819722,1,73,1,0
14,11,2013,,34.23018889,-86.16260556,1,95,2,1
16,11,2013,,33.59108056,-86.93803333,1,73,1,0
18,12,2013,,33.17105278,-87.54991667,1,125,1,0
6,12,2013,,33.41423056,-86.06959167,1,121,1,0
30,11,2013,,33.68943333,-86.63605833,1,73,2,0
19,8,2013,,32.49443611,-86.696875,1,1,1,1
14,11,2013,,34.27604444,-86.52309444,1,43,1,0
31,12,2013,,31.44315278,-87.41663333,1,99,1,0
14,12,2013,,34.20963889,-87.088125,1,43,1,1
16,12,2013,,34.17288611,-86.84126389,1,9,1,0
21,12,2013,,32.44259167,-85.81546667,1,87,1,1
21,12,2013,,32.3419,-86.33701944,1,101,1,0
26,12,2013,,31.00181111,-87.59320278,1,53,1,0
29,12,2013,,31.07726667,-87.54444722,1,53,2,0
30,12,2013,,34.43066944,-86.26262222,1,95,1,0
30,12,2013,,32.77563889,-85.47100278,1,17,1,0
30,12,2013,,32.00384444,-88.0096,1,91,1,1
2,5,2013,,33.52636389,-86.87903056,1,73,1,0
30,6,2013,,34.77102222,-86.58573611,1,89,1,1
19,10,2013,,33.54927778,-86.79151111,1,73,1,1
8,12,2013,,34.08431389,-87.19929444,1,133,1,0
11,1,2013,,33.63021667,-86.95048333,1,73,1,0
19,10,2013,,34.88646389,-87.94296944,1,77,1,0
23,11,2013,,33.700925,-85.83716111,1,15,1,0
24,8,2013,,32.852075,-87.36134722,1,105,1,1
24,8,2013,,33.62940278,-86.02561111,1,121,1,0
23,9,2013,,32.03587222,-86.37904444,1,41,1,0
14,12,2013,,30.48507778,-87.58155,1,3,1,0
30,11,2013,,34.62778056,-86.90426111,1,83,1,0
16,12,2013,,30.61463611,-87.75295833,1,3,1,0
30,8,2013,,32.32760278,-86.23715278,1,101,1,0
16,2,2013,,33.26088889,-87.37988889,1,125,1,1
10,5,2013,,33.83656111,-87.22541111,1,127,1,0
14,11,2013,,32.29454167,-85.16964444,1,113,1,0
31,1,2013,,33.586025,-86.75393333,1,73,1,0
7,5,2013,,33.65365278,-86.63879444,1,73,1,1
14,8,2013,,33.25523889,-87.60513611,1,125,1,0
14,9,2013,,33.60893333,-86.77488056,1,73,1,0
1,9,2013,,33.84473889,-87.233825,1,127,1,0
27,10,2013,,33.65410278,-86.64092778,1,73,1,0
4,12,2013,,32.92361667,-85.98585833,1,123,1,0
21,12,2013,,33.71029167,-86.82060556,1,73,3,0
17,5,2013,,33.61483333,-85.80304722,1,15,1,0
9,5,2013,,33.41271111,-86.96776111,1,73,1,0
29,10,2013,,34.450075,-85.68509167,1,49,1,1
14,11,2013,,34.82284167,-86.972025,1,83,2,0
7,12,2013,,34.48360833,-85.70646111,1,49,1,0
12,12,2013,,31.66475278,-85.66988611,1,5,1,0
15,12,2013,,31.07690833,-85.88258056,1,61,1,1
8,1,2013,,61.19582222,-149.8867583,2,20,1,0
18,1,2013,,64.44580278,-149.0535944,2,290,1,0
21,1,2013,,61.58098611,-149.4417917,2,170,1,0
23,1,2013,,61.01415278,-149.7161083,2,20,1,0
30,1,2013,,61.20808056,-149.8710639,2,20,1,0
20,2,2013,,64.79136111,-148.1432111,2,90,1,0
21,2,2013,,60.52988889,-151.0808028,2,122,1,0
19,3,2013,,61.51306667,-149.6291694,2,170,1,0
31,3,2013,,61.60328889,-149.2467472,2,170,1,0
13,5,2013,,62.1742,-150.1699861,2,170,1,1
1,5,2013,,61.28261667,-149.615,2,20,1,0
9,6,2013,,59.79513889,-151.1591583,2,122,1,0
28,6,2013,,61.76264167,-148.5583083,2,170,1,0
24,7,2013,,60.93819722,-149.2526222,2,20,1,0
29,7,2013,,61.93626944,-162.8857028,2,270,1,0
20,6,2013,,56.31023889,-133.5584833,2,201,1,0
8,7,2013,,61.11307222,-149.8639028,2,20,1,0
31,1,2013,,60.984025,-149.5629056,2,20,1,0
18,6,2013,,61.79559722,-148.0503306,2,170,1,0
13,7,2013,,61.98756111,-146.9465583,2,261,1,1
27,8,2013,,59.24601944,-158.6439278,2,70,1,1
21,8,2013,,61.62391389,-145.2074361,2,261,1,0
9,8,2013,,61.14300278,-149.8479833,2,20,2,1
17,8,2013,,61.17978889,-149.7782556,2,20,1,1
7,4,2013,,63.16236944,-149.3915944,2,170,2,0
26,5,2013,,64.87720556,-147.0424,2,90,1,0
26,5,2013,,63.67324444,-144.0921667,2,240,1,0
30,6,2013,,61.20968889,-149.7784306,2,20,1,1
5,7,2013,,63.40374167,-142.4746528,2,240,1,0
26,9,2013,,66.89493056,-162.6049417,2,188,1,0
3,9,2013,,61.16591944,-149.856275,2,20,1,0
7,10,2013,,60.555525,-151.1089667,2,122,1,1
31,5,2013,,64.80767222,-147.7107,2,90,1,1
23,11,2013,,61.55846111,-149.7865778,2,170,1,1
6,2,2013,,61.19528056,-149.883125,2,20,1,0
23,5,2013,,57.92418611,-152.49905,2,150,1,1
12,7,2013,,61.22108889,-149.8322222,2,20,1,1
10,8,2013,,64.8131,-147.8385667,2,90,1,1
2,9,2013,,61.22473333,-149.7473333,2,20,1,0
23,9,2013,,64.83226111,-147.5190833,2,90,1,0
1,10,2013,,65.01226944,-147.4872222,2,90,1,0
16,10,2013,,61.15832222,-149.8641194,2,20,1,0
19,10,2013,,64.87793333,-147.9105306,2,90,1,0
23,12,2013,,62.27849167,-150.0780861,2,170,1,0
31,10,2013,,63.85541667,-148.91605,2,68,1,1
7,12,2013,,61.02363611,-149.7490667,2,20,1,0
25,12,2013,,59.96356667,-151.7293806,2,122,1,1
25,7,2013,,60.787625,-161.7842056,2,50,1,1
24,4,2013,,61.57161944,-149.3795611,2,170,1,0
3,1,2013,,31.45442778,-110.9828722,4,23,1,0
3,1,2013,,33.40736389,-111.6409472,4,13,1,0
4,1,2013,,33.38656111,-111.5203167,4,21,1,0
5,1,2013,,33.48806667,-112.1343083,4,13,1,0
7,1,2013,,31.85171111,-110.1996583,4,3,1,1
7,1,2013,,32.13419444,-110.9260667,4,19,1,0
11,1,2013,,33.55670556,-112.099675,4,13,1,0
11,1,2013,,34.19603889,-109.9902278,4,17,1,0
11,1,2013,,34.47284167,-112.2632278,4,25,2,0
11,1,2013,,32.155675,-111.0160111,4,19,1,0
12,1,2013,,33.46166667,-112.1439111,4,13,1,1
13,1,2013,,31.34882778,-110.9272611,4,23,1,0
16,1,2013,,31.36681389,-109.8867667,4,3,1,0
17,1,2013,,34.27141111,-112.9047528,4,25,1,0
19,1,2013,,33.40819167,-111.7625917,4,13,1,0
20,1,2013,,32.33758611,-111.119575,4,19,1,0
20,1,2013,,35.1167,-111.1070333,4,5,1,0
20,1,2013,,33.392925,-111.8913639,4,13,2,0
20,1,2013,,32.17743611,-110.7898028,4,19,1,1
21,1,2013,,32.68392778,-114.6258222,4,27,1,0
22,1,2013,,34.63979444,-112.3157917,4,25,1,0
22,1,2013,,33.53310556,-112.3410083,4,13,1,1
23,1,2013,,35.93993333,-114.6407556,4,15,1,0
26,1,2013,,34.49708889,-111.717275,4,25,2,0
27,1,2013,,33.45826667,-111.98365,4,13,2,0
27,1,2013,,32.67015278,-114.4163722,4,27,1,0
28,1,2013,,33.46331389,-112.1100472,4,13,1,1
8,1,2013,,33.60293333,-112.2698917,4,13,1,0
27,1,2013,,32.71550556,-111.5031222,4,21,1,0
3,1,2013,,32.35013333,-111.0112417,4,19,1,1
4,1,2013,,33.16193889,-111.4963389,4,21,1,1
23,1,2013,,34.80336389,-110.2080222,4,17,1,0
25,1,2013,,33.52511944,-112.1168972,4,13,1,1
26,1,2013,,33.40215278,-111.7711806,4,13,1,0
29,1,2013,,35.02789722,-109.8375889,4,1,1,0
2,1,2013,,99.9999,999.9999,4,17,1,0
3,1,2013,,33.5821,-112.095775,4,13,1,0
6,1,2013,,33.61821667,-112.0314167,4,13,1,1
4,1,2013,,32.77981944,-113.9537972,4,27,1,0
9,1,2013,,33.39220556,-112.1154056,4,13,1,0
11,1,2013,,33.59296389,-112.1514167,4,13,1,0
11,1,2013,,33.45127778,-112.0014611,4,13,1,0
12,1,2013,,33.55309444,-112.1039944,4,13,1,0
15,1,2013,,33.42228611,-111.6077222,4,13,1,0
15,1,2013,,33.46596667,-111.8479972,4,13,1,0
16,1,2013,,99.9999,999.9999,4,1,1,1
19,1,2013,,33.45177222,-112.2211583,4,13,1,0
19,1,2013,,99.9999,999.9999,4,1,1,0
19,1,2013,,99.9999,999.9999,4,13,1,0
20,1,2013,,33.36294722,-112.5573333,4,13,1,1
27,1,2013,,99.9999,999.9999,4,13,2,0
27,1,2013,,32.13343333,-111.0732083,4,19,1,1
28,1,2013,,33.58194444,-112.1454611,4,13,1,0
30,1,2013,,33.5099,-112.0130361,4,13,1,0
15,1,2013,,33.41515833,-111.6587278,4,13,1,0
1,2,2013,,33.54576111,-113.2018306,4,13,1,0
1,2,2013,,31.53576389,-110.2785389,4,3,1,0
1,2,2013,,33.43464722,-112.5870444,4,13,1,0
1,2,2013,,32.28375278,-110.9438194,4,19,1,0
2,2,2013,,33.46215,-112.2317278,4,13,1,1
2,2,2013,,35.11982778,-111.7082806,4,5,1,0
4,2,2013,,33.46575556,-111.9005,4,13,1,0
3,2,2013,,32.25094444,-110.7722194,4,19,1,0
6,2,2013,,33.08815278,-111.7705806,4,21,1,0
6,2,2013,,33.41505278,-111.5806361,4,21,1,1
6,2,2013,,32.11555,-111.0459611,4,19,1,0
7,2,2013,,35.28053889,-109.1877139,4,1,1,0
9,2,2013,,32.20681389,-110.9716722,4,19,1,0
10,2,2013,,33.44983056,-112.3410667,4,13,1,0
11,2,2013,,34.93873611,-110.1294111,4,17,1,0
11,2,2013,,33.85168611,-112.5552639,4,13,1,0
11,2,2013,,32.26473611,-110.9743917,4,19,1,0
15,2,2013,,34.4872,-114.3403528,4,15,1,0
16,2,2013,,34.71821389,-114.4773444,4,15,1,1
17,2,2013,,33.42603889,-111.8913111,4,13,1,0
17,2,2013,,32.13489722,-110.9776806,4,19,1,1
18,2,2013,,35.20393333,-113.9393583,4,15,1,0
19,2,2013,,33.46795556,-111.7817722,4,13,1,0
23,2,2013,,36.33086389,-109.6221,4,1,1,1
24,2,2013,,33.47546389,-112.8395306,4,13,1,0
24,2,2013,,32.25036944,-110.9914472,4,19,1,1
27,2,2013,,35.12452222,-111.6818111,4,5,1,1
28,2,2013,,33.40633056,-111.9697639,4,13,1,0
2,2,2013,,31.58331111,-111.2990889,4,19,1,1
6,2,2013,,34.50291111,-112.2441722,4,25,1,0
25,2,2013,,31.90818333,-110.9854917,4,19,1,0
27,2,2013,,33.46228889,-112.4753722,4,13,1,0
27,2,2013,,33.05635278,-112.0483056,4,21,1,0
15,2,2013,,33.39969722,-110.7909778,4,7,1,0
1,2,2013,,34.34447222,-111.1911389,4,7,1,0
1,3,2013,,33.46193611,-112.1461611,4,13,1,1
3,3,2013,,33.64100556,-111.5425444,4,13,1,0
3,3,2013,,34.50873889,-110.1790667,4,17,1,0
4,3,2013,,35.02290278,-114.5979889,4,15,1,0
6,3,2013,,33.38591111,-111.5633556,4,21,1,0
6,3,2013,,34.482825,-114.3490889,4,15,1,0
9,3,2013,,36.23813611,-111.0258778,4,5,1,1
10,3,2013,,32.33730833,-110.9267778,4,19,1,1
11,3,2013,,34.416825,-114.1967861,4,15,1,0
11,3,2013,,33.73043889,-112.1215389,4,13,1,0
12,3,2013,,32.487625,-110.9143306,4,19,1,0
14,3,2013,,33.66829444,-111.961225,4,13,1,0
17,3,2013,,32.20708889,-110.9074583,4,19,1,0
17,3,2013,,32.19701667,-110.8239306,4,19,1,1
21,3,2013,,33.80762778,-110.4752722,4,7,1,0
23,3,2013,,34.60503611,-112.2723722,4,25,1,0
23,3,2013,,34.57840833,-112.4707056,4,25,1,0
25,3,2013,,34.55245833,-112.4288667,4,25,1,0
25,3,2013,,35.09766389,-114.1181472,4,15,1,0
26,3,2013,,35.20946111,-111.5975972,4,5,1,1
26,3,2013,,34.82309722,-111.6110028,4,5,1,0
27,3,2013,,32.20629444,-110.940525,4,19,1,0
27,3,2013,,33.36435556,-111.8312278,4,13,1,1
29,3,2013,,35.02602778,-114.5979611,4,15,1,0
29,3,2013,,32.35046944,-110.72495,4,19,1,0
30,3,2013,,34.38076667,-111.4679056,4,7,1,0
31,3,2013,,34.44093611,-111.4722917,4,5,1,0
31,3,2013,,33.46077222,-112.291525,4,13,1,1
1,2,2013,,33.39275833,-111.9783278,4,13,1,0
2,2,2013,,33.43658056,-111.9814556,4,13,1,1
2,2,2013,,33.6111,-112.1021361,4,13,1,0
2,2,2013,,99.9999,999.9999,4,17,1,0
4,2,2013,,36.05335833,-111.1809778,4,5,1,0
6,2,2013,,99.9999,999.9999,4,5,1,0
11,2,2013,,32.5328,-110.8688222,4,21,1,0
13,2,2013,,33.40668056,-112.0994444,4,13,1,0
14,2,2013,,33.64060556,-112.0028389,4,13,1,0
15,2,2013,,33.64055,-111.9886528,4,13,1,0
16,2,2013,,36.10034722,-111.1957833,4,5,1,0
16,2,2013,,33.81835278,-111.8912611,4,13,1,0
28,2,2013,,33.49491667,-112.0251861,4,13,1,1
